reviewText,Sentiment
"this is maris mackenzie's story. she is working as a horse trainer for a prestigious owner in kentucky and wakes up one morning to find herself in bed with a man she doesn't know. maris finds herself in the middle of an investigation involving insurance fraud but realizes she's met the man she's going to marry.while maris' journey to the altar is a short one, what's engaging about the story is when she and alex macneil return to ruth, wyoming to meet the mackenzie clan. it's an opportunity to check in on the other members of the family and watch alex face the wrath of five brothers who question his motives.it is an entertaining story and any excuse to revisit mackenzie mountain makes it worthwhile.",Positive
this story is ok but not near as good as the others in the mackenzie saga. i didn't like the way it started out with maris waking up and not knowing where she was or who she was with. this story was too unbelievable.  i realize the other mackenzie stories aren't believable either but they're a lot more enjoyable than this one.  this one was too short to do justice to what could have been a decent story.,Positive
i enjoyed this book very much.  the mackenzie series is fun to read.  i recommend it to all adults.  i can't wait to get started on the next one.,Positive
"i love all of linda howard book. i esspecally love machenzie's magic. you will too. just read one, you'll too.",Positive
"linda howard's books rock.  i enjoyed reading this book, since i have read several mackenzie books in the past years, since i started reading linda's books",Positive
"like all linda howard's books, this is one of her best - mackenzie series are all well-written with nice plot, engaging, and filled with family oriented characters. maris mackenzie is the only daughter and the youngest among wolf's and mary's children - she is sweet and like her father, also loved horses. her marriage to a nice and wonderful man was something to remember - with the help of her cute niece who stole the whole show!",Positive
"maris' story is 2 1/2 stars for me, the bump to a half star owing to the gathering of the family at the end. the story, unfortunately, suffers from telling and not showing plot details. the chemistry between maris and alex suffers from this as well. the reader is thrown into the present without adequate descriptions of past meetings and attraction between the couple. (the suspenseful aspect to the novel also suffers from this.) flashback scenes would have helped tremendously. those familiar with the mackenzie family books expect instant attraction between the hero and heroine, but it's just not developed in this one.",Negative
"all of the mackenzie books in the series are really really good, and this book feels like it could have been a really good book, but it was very short and didn't have a chance to fully develop into a good story.",Positive
hawke and dancer finally meet  and the sparks fly.  very enjoyable western.  vaughan is well informed concerning happenings in the developing frontier.  you won't regret buying this novel.,Positive
"a different type of western, well written.  have read four of these books and each one is a very interesting read.  hard to stop once you start the book.  who would think a world renowned pianest playing honky tonk music in a saloon would be quick on the draw?  yes, a little different, interesting western.  i liked all four that i read.  i'd give all four of'em five stars.",Positive
vaughan has written a great western with a well chosen character in hawke and supporting characters. you will enjoy reading this western and want to read more.,Positive
"this is a very good book, it keeps you interested all the way thru the book. the character hawke is sure one guy not to mess with. if you enjoy reading westerns, then i'm sure you will glad that you bought this book.",Positive
"hawke is an interesting, unusual hero. the author writes extremely well! he holds your interest to the very end. this is a fun read.",Positive
i've read some of his books...he was new to me a couple of months back. i've read almost everything he's put out. for a western writer he's miles ahead of most of 'em....westerns are my favs.read this guy...you'll like him.,Positive
"i really enjoyed this book until i was totally finished. hard to put down, couldn't wait to start reading again.",Positive
"this book is different, in that the main character, hawke, is a pianist!  the story is a simple one, and there are no subterfuges. still i found it relaxing.",Positive
"i enjoyed reading this story.  it was entertaining and written well.  the protagonist was likable and unique--a concert pianist/gunfighter.  an unlikely combination, but the author made it work.  i see that that the author has written other books featuring the protagonist of this book and i plan to try more of them.  recommended for fans of classic westerns.",Positive
great story. very original theme. hawke is a realistic character and his non-judgemental relationship.with the women of the night is refreshing. dancer is the villain that you love to hate.  i really enjoyed the storyline and all the bases for the satisfactory completion of this story were present.,Positive
"second hawke series we are reading, only three quarters of the way through but just have to rate in anyway.... love it..looking forward to reading the other two we have loaded in the kindle...our first read was &#34;ride with the devil&#34; and this one is just as good.... keep up the good work robert vaughan...",Positive
"i always hate when the woman is faithful for years and the man can move on!!! what made me rate this a 3 is that in the beginning he told her to leave because she did not want to move with him to london and played light of their affair saying she liked their relationship the way it was but throughout the entire book, he acted like she left him on her own. she was told to be gone when he got out of the shower and to leave no trace of her behind. how is that her leaving him and causing him to be the bitter one when he was mean like that? he did not try to figure out why she was doing that and never having a serious conversation with her once in their time together would also make her a bit defensive with not knowing why his attitude had changed. he loved her and wanted her but never really showed it and she loved him but was scared about her past messing up his reputation. i did like them together at the beginning but the rest of the story was him out for revenge and treating her like a sex toy because &#34;she left him&#34; (never happened). it was annoying and i do not think he made up for his actions towards her.",Negative
"i liked this book. although i must say i did not understand what the big deal was with her so called ""secret"" that she did not want the hero to know but all and all i did enjoy this book and i felt like it ended well. good read",Positive
francesca hayley was having an affair with italian millionaire angelo falcone. she tells him that she can't keep having an affair with him. he isn't very happy with that decision.three years later angelo has another chance with francesca but he never saw the outcome coming.many people don't like books like this but this is the kind that i love and i can never get enough.,Positive
i love the billionaire series especially europians.  i watch for cathy williams work.  i really enjoy her work.  if anyone remembers the old stories love her work.  keep it up cathy i'm watching.,Positive
"i liked this book but i didn't understand what his problem was.  he never asked her to marry him when he proposed her going to england.  it was more like he wanted to continue on as they were just that he wanted her closer to hand.  then he got all vindictive when she said no.  crimeney!!  what was up with that?  of course he meets up with her again and decides to seek revenge.  um . . . for what???  because she didn't wanna be a permanent mistress?  he never said the ""m"" word let alone the ""l"" word when they knew each other before.  the man set down the rules, then decided to change them, and forgot to tell her!  once you get past his poor me thing the book was pretty good.  francesca and angelo really had some chemistry and you were left rooting for the two of them.  especially when she set aside her pride and fessed up to why she didn't think she was good enough for him.",Positive
"langley never fails to deliver. i love a good shifter tale and this one definitely pleases. dev is a reluctant hero, rising to the occasion to save his mate, lainey, from an abusive alpha. lainey is a spunky, cute, klutz who keeps his handsome mate, and the reader, laughing and groaning in turns at his antics. this fast-paced, sensual story kept me turning pages to find out what happened next. this one has a permanent place on my reader, because once wasn't enough.",Positive
"i like the series, but the lainey character is just too out and about for me....waaay too much of a clutz..lol",Positive
i did not find the clumsiness and silliness of laine attractive which reduced the book's appeal to me. the characters seemed a little superficial so i wasn't fully engaged in the story and therefore not drawn into the series. ok for light read though.,Positive
"it was an ok read. it didn't flow well for me and a lot of it seemed forced. i liked the plot and most of the characters, though lainey was annoying after a while",Positive
"from the beginning, this book is charming and funny. laine's character is quirky, sweet, adorable, and hilarious. his penchant for getting himself into trouble combined with being a total klutz makes this character completely lovable. there are other characters that you fall in love with as well: grammy, laine's grandmother, cole (dev's best friend) and cole's mate, caroline, who, like laine, has a penchant for getting into trouble and is a complete and total klutz. this story is short yet sweet that i truly enjoyed reading. laine keeps dev on his toes with his shenanigans which will keep you giggling throughout the story. this was an enjoyable read.see kiwi's complete 4 sweet pea review at mrsconditreadsbooks.com/index.php/?p=12096",Positive
"i laughed an awful lot reading this book. i loved it! but, then again, i'm a sucker for stories involving a toppy top and a mouthy bottom.laine is absolutely adorable. he is the biggest klutz with the worst coordination and driving record on the planet. he says exactly what pops into his head. devlin is an alpha looking to relocate his pack. dev is dominant, sexy, strong, smart and has a great sense of humor. good thing too since his best friends wife and laine are both catalysts for disaster.this is a wonderful short read that i truly wish was longer.",Positive
"i've read the other ""with"" books about werewolf mates and the ""regelance"" books. if i had to choose, this would be my least favorite due to there not being as much action. but i do enjoy it and thought the couple was adorable together.",Positive
"i absolutely love the ""funny"" werewolves of j.l. langley. after without reservation, here it is with love: dev is a strong werewolf who arrives to asheville for business. like every good werewolf he wants to meet the local alpha to give his respect to the leader. but the local alpha is a really piece of shit: when he meets him the alpha is trying to rape lainey, an omega werewolf. so dev saves lainey only to find that he is his mate.lainey is a little tiny beautiful man with red hair and amber eyes and with a propension for making trouble. but he is also an eager puppy in bed and dev likes him very much, so does it matter if he will spend his life to take off from troubles his mate?here, like in the other books of j.l. langley, the humor is a main aspect of the novel. she has a way to make you happy and to leave you with a smile in your face and also eager to read more. i can't wait to read the next enstallment in this wonderful series.",Positive
"this whole ""instantly recognizing your mate"" thing -- i totally love that! and the eyes and teeth ""shifting"" when emotions run high, very cool!! if you like the genre, you'll like this: family, loyalty, friends, and of course love and romance -- what's not to like? throw in some decent wolf action, and bam! you've got a story. what i particularly liked about this one is that the couple is decided really quickly at the beginning. there are plenty of stories out there where you've got no idea until 6 pages from the end if the couple's even going to work or not, if the two guys even feel the same way about each other or not. this story's not about that. it's more about how to work together to solve a big problem - the alpha - and i enjoyed it.",Positive
"i accidentally read the second book in this series first and i have to say that i liked it better.  there was more to it.  the author really has talent when she takes the time to expand.  one thing that i found oddly creepy and curious was that devlin is a name i have used for gaming avatars and as a pseudonymn before and laine is totally the type of guy i dig.  j.l., have you been reading my journal?  lol...  really though these books helps to melt my icy heart and believe in romance again.",Positive
"i thought this was a quick read. or perhaps i liked it soo much, i was able to read it fast. it only took me a few hours if that. it was pretty face paced. i hope to see more of dev and laine. i enjoyed it. it jumped right into the action and didn't slow down.dev is new to town. he and his best friend cole(and his mate caroline) are going to be relocating for work. dev stumbles upon a the local pack assualting there omega. he get angry and goes to recue him. laine, the local omega and doesn't have a filter on his mouth. he says what is on his mind. both to their joy, they realized early on in the book they are destined to be mates. when the local pack alpha continues to torment laine, dev has to decide what he will do to proctect his new lover/mate.",Positive
"this turned out to be my favorite story in the anthology,hearts from the ashes.  i found the idea of an alpha and omega werewolf romance to be refreshing.  yes, laney is very much like an uke in a traditional yaoi story - but, i like yaoi.  he is a little effeminate, which may seem stereotypical, but there are men like this. certainly not all gay men, or even all ""bottoms.""  yet, i rarely see readers griping about how so many romances have strong, handsome men either - why aren't they short and ugly to avoid being stereotypical? because this is a fantasy romance not real life!  laney's clumsiness is a little over the top, but his relationship with dev is sweet and hot.  i would have liked the characters to be more developed, but this is a short story not a novel.  langley sets the stage for her ""with or without"" werewolf series, which gets more depth in the next two novels.overall, i have enjoyed everything from this author, especially the werewolves.  check out the next two:without reservationsandwith caution. highly recommended.",Positive
"first of all i should mention that i couldn't bring myself to finish this book. i stopped after ca. 40%.i like fantasy, werewolves and vampires, in general. for some reason i just don't seem to be able to like this genre in mm-literature. especially werewolves, because of the ""mating"". two guys see each other, and suddenly they're supposed to live and love each other for life. no build-up, nothing.well, i wanted to give this genre another try. (andlone, for example, wasn't that bad, after all..).this one, however, is the most boring and unimaginative story that i've read/started in this genre so far.this is, in general, what happens in the beginning:[be warned, the beginning might be too exciting for some of you. i really don't intend to cause a heart attack or something ...]laine: ""hey, you're my mate.""dev: ""seems that way.""*both start having sex.*after that (next morning) the 2 characters make plans for family introducings etc. for the next day.no build-up. no suspense. no tension. nothing!well, that's exactly what happens, there are more words in the book of course, but that doesn't really make it more interesting.whatever happens next (i gave up on it before), it might get a tad more enthralling, but i'm already too fed up with the beginning to really believe that it's going anywhere near ""great"", not to mention ""sublime""..but don't let my opinion scare you away from it. if you happen to like a werewolve and mating plot in mm-books and have no problems with immediate mating/falling in love, with no build-up whatsoever, who knows, maybe you'll like it...",Positive
"what i liked:* layne and dev, the leading pair, are well matched and balanced. i don't usually like when one half of the couple seems to be contributing to the relationship more than the other half but, although laine looks like the typical damsel in distress, he's also loving and caring and he tries somewhat to get himself out of the trouble he's in.* layne: he's too cute to be true, but i read about him with a big smile on my face all the time and sometimes i just want to feel good.* i couldn't put it down, it was fast, a light and fun read, a book i'd recommend as a pick-me-up.what i didn't like:* the fight scene didn't satisfy me. it seemed it was edited away, i don't know how to explain it. it felt too rushed, although it had the potential for something more exciting. maybe it's because it's a short story, but i found the romance was ok, it lacked a bit of action (or angst, even if i admit i prefer the angst at a tolerable level and mine is pretty low).all in all my rating is 3.5 stars. the next book in the series is going to my tbr list.",Positive
"after reading the sample for this i was disappointed by the rest of it. it seemed like there would be more mature writing and a deeper plot. however, the plot is rather simple and most of the characters feel two dimensional and at times almost annoying. laine and one of the other characters in particular were weak characters. the focus on them was mainly on them being clumsy and i would say immature. now while this can be a part of a character, no one is perfect after all, there was no depth added to make that clumsy characteristic endearing or to show that laine could act like more than a teenager. at least the book had more than sex and there was plot progession, but i wouldn't advise anyone to buy this story, even for the cheap price. it's short and doesn't really make the reader feel any emotion.",Positive
"fans of the ""with"" series should recognise the overall wold in this short story.  while this could be read as an unofficial prequel to the series, as these characters are mentioned briefly (though not by name) in without reservations, if you are unfamiliar with these novels i would read it after the first full novel.  i enjoyed this one and didn't find laine irritating like some others did; not everyone can be perfect and it was a nice change from some other shorts i've read.  if you enjoy the series you'll probably like this addition to it as well, i did.",Positive
"j. l. langley created a wonderful world of werewolves and mates and love and romance, and with love is a fun tale indeed.devlin is visiting another town, looking for a place for he and his business partner to move their construction company to. he's sizing up the local werewolf pack, introducing himself so he can scope out the feasibility of moving here. what he finds is a ruthless pack alpha who is abusing his omega, a werewolf named laine, and terrorizing the rest of the pack. one thing about werewolves.... they recognize their mate instantly, that special person that fate has chosen for him, and the omega laine is devlin's mate. he quickly claims laine as his, and now must work to dispatch the alpha and remove him from his post so the town can be in peace again and he and his laine can live happily ever after.the erotic nature is wonderfully sexy, it's romantic, it's funny, it's witty, and it's all-around good fun. the pace is swift, though the danger presented within the pages seems to be dispelled too easily to make for any real suspense. still, it's a totally fun and engrossing story.i heartily recommend it, and especially recommend ""without reservations"" and ""with caution"" (in that order), two more stories set in the same universe (the characters in this book have been mentioned in without reservations). while i enjoy the other two books more, this is still a wonderful and entertaining tale.",Positive
"i read the first story in this series and thoroughly enjoyed it. i went on a buying spree and got the other two as well as this short story. i suppose laine's antics were meant to be comedic relief but i did not laugh not once. his antics were not funny. i did not buy devlin being so amused by laine's antics.i was shocked with how they resolved the conflict with victor. i thought it was a weak plot point. this story was just ok. i wouldn't recommend anyone spending the money to buy it. if it were free, then yes.",Positive
"i like this type of story were love conquers all and in the end the bad guy gets what he deserves. laine and devlin are mates which is only discovered after devlin saves laine from being beaten up and raped by his alpha pack leader. devlin and his business partner are moving the company to a new city. devlin is sent to scout out a new location for their company but in the interim he also try to connect with the pack in that city. unfortunately the pack leader is a cruel and unfair ruler who has his eyes set on devlin's newly discovered mate, laine. needless to say but there will be a change in leadership.",Negative
"this story jumped right in with both feet and left me scrambling with all the questions until it slowed down a bit and i was able to catch up.  it made for a good attention grabber.  now while i don't mind that feeling when it comes to a plot line in general, i'm not so keen on it when it comes to the romance side of the plot so i read this one with mixed feelings in the beginning.  glad i gave it a chance.  it still wouldn't be my favorite romance plot, but it turned out to be a fun story.dev drives out to a predetermined meeting place to meet the alpha of the pack in the area he plans on relocating too.  just as he arrives, he witness the alpha and his betas punish the pack omega.  they are holding him down getting ready for a rape and dev rescues the smaller man.when dev gets the guy away, he discovers that the handsome man is his mate.  laine and dev accept the circumstances quickly.  laine fills in the situation of what is going on with the bully alpha to dev and dev realizes that he will have to take the guy on if he wants to stay in the area.dev is part-owner in a construction company and his friends and part-owner join him.  the alpha steps up his aggression towards laine forcing dev's hand.  but even though that laine is rather a klutz, he wants to help dev take on the alpha and his betas.it is a novella length story so the plot jumps in and gets going quickly.  the shifter world described here includes the idea that when the wolves find their mate, there is a bond made.  sometimes i don't mind this, but it happened before i had a chance to really get to know the characters so i wasn't sold on this relationship until late in the story.  these two went at it hot and heavy before they barely got past learning each other's first names.  now don't get me wrong, i learned to like both characters once i got to know them and i liked them together.  laine's klutziness and his sweet temperament were cute and dev's patience and gentleness with laine was nice.  it was not hard picturing dev as a pack alpha just because of the two sides to his personality.  he liked to be in charge, but he was also very protective.  and that reminds me of another thing about this particular shifter world, i liked the idea of the different designations for those involved in the pack.  we are all familiar with alphas, and get the idea of betas who are the alpha's lieutenants, but i thought the inclusion of the lesser used omega or peacemaking wolf role was pretty cool.it was a light quick read that i can recommend to those who enjoy pnr that is more on the passionate side and isn't very dark.",Positive
"this book is so bad it's totally funny.  take a standard old style harlequin plot, change the heroine to another male, but don't change the dialogue or even the endearments.  add in a couple of inconsistent werewolf details, and there you go.....a book.  sort of.so bad it left me giggling.",Negative
i loved this story!! the main character amelia is married and wants to recapture her husbands attention. she decides to take a lover. this is a very beautiful love story. it will keep you wondering what amelia and her husband will do. i highly recommend this story for those who enjoy a romance.,Positive
lady amelia has decided to take a lover. announcing it to her husband over breakfast probably wasn't the way to begin this adventure.victoria alexander has a way of making me laugh that no one else does! the antics of this husband and wife are truely hilarious. she really doesn't want a lover - just her husband's attention. he really doesn't want her to take a lover - but he offers to help. they both enlist the help of his twin brother and renowned rake in achieving their true goal.it really is one of the funniest books i've read in a very long time - and victoria alexander is always a favorite!,Positive
"thoroughly charming short story, very typically victoria alexander. if you enjoy her writing, you will enjoy this book. i happen to love her breezy style and sophisticated characters. the twist in this story was the complication of identical twins, with both heroine and hero taking full advantage of the similarity. the hint of mystery and confusion added just the right touch of spice - and one scene in particular made me laugh out loud! you can't go wrong with this one.",Positive
"very brief story.  enjoyable but not a lot to it.  the hero and heroine have been married long enough to fall into a rut.  the husband, a twin, has always wondered whether his wife might have preferred his brother (because the twins had swapped places a couple of times during the married couples courtship because the husband has always felt less socially adept than his twin).  the heroine has always been able to tell the difference between the twins and has never doubted she married the twin that she wanted to marry.  still, they've settled into comfortableness and she wants passion (and she fears her husband may have strayed --though he hasn't).  over breakfast she makes an outrageous statement about possibly taking a lover, jolting her loving if inattentive  husband into action.nice story. loving couple. it's just a short story, however.",Positive
"lady amelia's secret lover is a delightful short story about a couple who love each other dearly, but have grown complacent and comfortable in their marriage. it is funny, touching, and clever. i loved the way the tables kept being turned, and how the plot wove in and about the characters. the prose flows beautifully and is a joy to read. lovely!",Positive
"i found this story entertaining and much too short. the story opens with a couple who has been married for six years.  the wife suspects her husband of keeping a mistress after she finds a diamond bracelet in their drawers and then later finds out that she was not the recipient of said bracelet when bracelet disappears. he picked up the bracelet for his brother unbeknownst to his wife, so the misunderstanding begins.armed with her suspicions, the wife feels she needs to shake up their marriage and win her husband back from the arms of the phantom mistress. the books begins when she announces over breakfast that she wants to take on a lover. her husband is reading the paper and not paying attention to the conversation, agrees with everything she says.  she feels that after six years of marriage and two children, their marriage has become dull and is concern that her husband has or will look for a mistress to spice things up.the two still love each other very much, but marriage for them has become somewhat a rut after six years.  so what does this couple do? they go through the charade of finding her a lover. he tells her he wants to help select her lover. she agrees and then blackmails his twin brother to pretend to be her lover and pursue her anonymously. her husband also seeks help from his brother to play the role of the lover and pursue her (but not bed her), so she does not have the time to seek another lover. neither is aware that the brother is the only one privy to the dual roles he is playing.in the end, the husband realizes that he had been taking his wife for granted and has not lived up to his promises of giving her the adventure he spoke of during their courtship. he also admits to his brother and himself of recently developing a wondering eye and possessing a feeling of restlesstness  he knows that he has been neglecting her and not telling her how much he loved her and that he was the one  responsible for allowing their marriage to fall into a rut. he then likens his comfortable marriage to an untended garden. that was a good analogy.i thought this was a sweet story, but felt it could have been longer with more detailed flashbacks regarding their courtship. i only caught glimpses of the wonderment that she wanted to recapture from the days of their courtship. i like stories with married couples who are not fighting. one sticking issue with me is the reference of the wandering eye. if you are as in love with your wife as you claim to be - should you have a wandering eye?  i had to deduct a star for these references.this is the second novel i read from this author and i am very impressed with her writing abilities to capture details of the moment.a recommend.",Positive
"i refrain from giving this a 1 star because it's a book i might not have bought at full price, and so i feel it an injustice to the author to be too judgmental. putting a book as a freebie draws in those with no interest in the genre.all that said, the demon tale is one i would choose to read from a favorite author, as i am a fan of horror and supernatural fiction, so i reserve the right to be a tad critical. the set up of the story (the pre-prologue, if you like) was great. it tells the history of the demons, how they came to be. it was well written, interesting & gave me hope that it would be a great book.  as another reviewer stated though, the actual prologue was rather cliche-ridden with gage and his ""lethal charm"" and jordan resisting at every turn until she melted into his kisses. but i pushed on....as we know from the pre-prologue, shadow demons roam the earth. they are evil, they feed on emotion. jordan, our heroine, is a vigilante destroyer: cop by day, demon slayer by night, after she witnessed the brutal murder of her partner and lover at the sword of a shadow demon.the storyline itself isn't bad, but it does lack development of the characters. other than jordan being stubborn and feisty, there's not much else that we learn about her. the twist in the tale isn't shocking - not because i expected it (i didn't at all) but because we didn't get to know enough about any of the other characters to really care, and so when the twist was revealed, it gave me more of a ""oh"" reaction than a ""wow! i never would have guessed"" shocker.my title calls this repetitive, and it does become so. the same fight scenes replay, but worse - the same sex scene is basically repeated over and over. i think even those readers who love a racy sex scene would be disappointed. by the 3rd replay, i skipped them altogether. nothing new here.",Negative
"this book was not bad at all.  i don't think i've ever read something quite like the plot of this book before.  i won't bore you with a plot summary as i know other reviewers are fond of doing that.  if you like the fantasy or urban fantasy type novels, i think you might like this one.  be aware that this book has some rather racy bits in it, so i don't think kids should probably read it.  the only problem with this book for me is that it has no chapter demarcations.  chapter demarcations make it so much easier to see how far along a person is in a book and how close a person is to the end of a chapter when he/she needs to find a stopping place at times.  give it a shot because it might be just a bit of escapist fun for a while.  have at it!  i liked the characters and i can't wait to read the next one.",Positive
i got this one free on kindle.  it was very well written and i plan to buy more books in this series.,Positive
"i give it five stars.unbreakable by sydney somers is a fantastic action filled story, in the tradition of buffy the vampire slayer that i found almost impossible to put down. the chemistry between the main characters as well as the secondary ones is outstanding.when the story first starts jordan and her partner / lover gage are brutally attacked by a war demon and in the process the fatally injured gage ends up dying in her arms.fast forward five years into the future, jordan is still a cop by day but by night she's an a** kicking demon slayer with an attitude! so imagine her anger and hurt when she discovers that gage didn't really die that night. instead he's stayed away for the last five years in a misguided attempt to protect her from the shadow demons that she hunts and slays every night.this book is definitely a keeper. if you love stories about demons, heroes, hot sex and a great love that won't be denied then you are sure to love unbreakable.",Positive
"lots of action, lots of sex but not much else.  the charcters lack depth. i had a hard time finishing the story. sure glad it was free!",Positive
"lots of questions, lots of answers, all tied up together!  am i can't put it down book!  plan on reading it straight through.",Positive
"i absolutely love maggie shayne's books. i love how the stories stand alone but also tie together to reveal a wider world. this collection does not disappoint. through the volume, the reader gets to follow the lives of multiple vampire couples as they try to secure their place in their world, find true love and stay out of the clutches of an evil government agency that is hell bent on destroying them. great binge reading material!",Positive
these stories kept my attention and were hard to put down.  the author weaves a tale that helps you develop a kinship with the characters in this fantastical world.,Negative
i lost so much sleep reading these stories. i just could not put down the kindle. i had to keep reading. thank you for a wonderful adventure.,Positive
maggie shayne intertwines people in such a way it captivates you. i plowed through the stories! great plots and action.,Positive
"wings in the night, is a continuous arrangement of love stories telling how each character came to be. it is beautifully written and flows from one book to the next. i would recommend this book to anyone looking for a great paranormal read!",Positive
loved it! the 5th book was my favorite. love this version of vampires. she keeps you going through all of the books. i wish the last was a little longer though.,Positive
"omg, i can't believe that all these stories are finally together in one book.  i've loved maggie shayne's work for years and was ecstatic to hear that a reprinting was being done to bring the first part of her series together.  excellent writing, perfect paranormal stories of vampires,  and really enjoyable works to read.",Positive
"ahh maggie shayne.  all those years ago, back when the imprint was silhouette shadows, eric marquand stole my heart.  the first book i ever read to make a vampire the romantic lead, you kicked off a genre that has exploded and will not be stopped.  truly groundbreaking, i thank you so much for leading the way and clearing a path for more.if you haven't read these books, do so now!a human can only become a vampire if they contain a rare blood antigen, and each vampire has one human with the antigen (a chosen) whom they feel drawn to protect.  a government agency, dpi (department of paranormal investigations), is out to capture and make lab rats out of every vampire possible and they're not above using the chosen to do it.  and if they can't capture, they don't hesitate to kill.with this series, you get a complete story of two characters in each book, but we still get to reacquaint ourselves with some of our favorites along the way.having read these books as a teenager, i was hesitant to reread them as an adult.  so many books that i loved back then fail to resonate with me now.  wings in the night did not disappoint and i was enthralled once again.i truly believe that without this series, we would have no twilight, no midnight breed, and no blackdagger brotherhood.  i'm not saying wings in the night inspired those books, i'm saying wings in the night created the genre and made it popular.",Positive
i had the paperback of this series it keeps you reading i reread this book all the time it rocks,Neutral
this series was the first one that sucked me into vampires and the reading world in general. i picked up wings in the night and just could not put it down. so many amazing characters and i just love it so much. maggie shayne never ceases to amaze or thrill me with her incredible books. get it!! you won't be disappointed! :),Positive
"this book was well-written and thought out. while the story didn't grab me, i think it was more my mood at the time and nothing related to the book.",Positive
"as the book description describes, this is a collection of 6 novels that are part of a vampire series.  the first five books revolve around a group of vampires and their chosen as well as a despicable branch of the cia known as dpi.  we follow them through the trials and tribulations of love while being hunted by the dpi.  the final book that is part of this collection revolves around another vampire and his chosen.each of these stories were well-written and i found myself fully pulled into each story.  with the first story, i became involved with the characters and really grew to love them as the stories continued.  in the first five, each story built on the last one and i got to know each previous character more than before as well as be introduced to know characters.this box set is a highly-enjoyable read and i look forward to the reading the second set as soon as i can afford it.  for those who love vampire stories, this collection is a refreshing change from the plethora of vampire novels on the market.",Positive
"i thought i had read all oh maggie shayne's books, but i was wrong. these were all good and very entertaining. i recommend this very highly.",Positive
"a collection of novels and short stories about vampires falling in love (see msg 107 for review of first in series). overall pretty good stories, but i wouldn't recommend reading them all together like i did. they start to get a little predictable. i'm going to wait a little bit before diving into the rest she wrote.3/5",Positive
"i confess that i had read these before, many years ago.  i got a special offer for the kindle version of all six books at one time and decided it might be nice to revisit.  and it was.  so much so that at the end of the last one i immediately (at 1:00 am) popped on site and ordered the next six delivered to my kindle for uninterrupted reading.  i recommend these if you like a good storyline.  there are vampires and other aspects of the supernatural as well as political aspects, romance and some violence; albeit of the non horrific type.  read these anytime, daytime or night time.  you won't loose sleep you will gain a desire for the dark.",Positive
"this series of books had  some of the best vampire stories i've ever read.  fast paced, great, lovable characters, and plenty of action, not to mention sexual tension throughout..real page turners.  they made me want to be part of  the &#34;family&#34;!  lol  i want to read the next series, but will probably have to wait till someone gives me a gift card.  the price on the second series is a little prohibitive for me.  on the other hand, these books are definitely worth it, if yo love to read about &#34;lovable vampires&#34;.",Positive
this was a very intense book. it followed a group of vampires. it told the story of each vampire and his or her &#34;chosen&#34;. i felt the portrayal of the vampires was interesting. the males were very hot!!!! and the females very enticing!!! i truly enjoyed all the stories. the only thing i would caution is that you really must love vampires and all things vampires to enjoy this book!!!!,Positive
maggie did a great job to have you hooked! which i was! i wont give out any spoilers but i must say i do recommend this book! the stories flowed easily and kept you wondering.,Positive
at first i was disappointed that this was broken up into separate stories till i realized each story tied together with the same characters adding a new character each story.  i absolutely loved this book.,Negative
i'm a slow reader because i only get to read during my break ... the characters were beleaveable and the story had me looking forwards till my next break to read more... can not wait to buy wings in the night part 2 and if it ever comes out as a movie i'd love to see it :)all of maggies's books in my collection are awesome loved every one of them.,Positive
"this is not my first time reading this collection. i have the paperback copies that i have kept over the years. it is a totally engrossing set of books. maggie shayne is one of my favorite paranormal authors, one that i can be sure when i pick up one of her books, i will enjoy it.wings in the night, part 1 contains six wonderful tales about the creatures of the night known as vampires. i read that maggie's line of vampire stories are the original ones, the ones that came before. you will see they are people just like you and me. you'll fall in love at least once. maybe more.if you like paranormal romance, get this collection. you won't be disappointed. all i was disappointed in was that i couldn't give it more than five stars. i am looking forward to obtaining more of her books for the kindle or nook.",Positive
wings of the night part 1 so happy to have a chance to revisit this series.  cannot wait for more,Positive
i love these books by maggie shayne. she is awesome!!!!!!!!  the stories are a great read for anyone who loves romance.,Positive
"i enjoy elegant language. i appreciate good editing. but why does a 26 year old woman have a guardian? is it because she's not very bright? so i finished the first book, read the introduction to the second, and then called it quits. just because the author writes that the heroine is intelligent doesn't mean that's so, particularly when the author has said heroine doing some stupid things.",Positive
"maggie shayne has written a terrific collection of vampire stories that are all intertwined with each other.  i loved following the lives of eric, tamara , roland and rhiannon.  the story line of james from child to adulthood was also good.  these stories portray vampires as simply people who live without sun and need blood to survive.  a must read.",Positive
this book is a great read and i will definitely read other books from this author.  well written and moves well.  a little romance and a little fun all in one.,Positive
"i became attached to the characters. i liked the series for the most part. i only had 2 complaints. the characters kept saying that they weren't monsters, that they are the same people they were before immortality (which i agree). however, the author kept calling it the dark gift. i didn't like that. it's either that they're good people just different or they are dark monsters. you can't be both. the other thing, i'm not sure how to put into words, but the author kept going on and on about the characters thoughts. for example, jamison thought he disgusted angelica. he kept going on and on and on and on and on and on and on (it's getting annoying isn't it?). yeah! i ended up skipping sections when the characters did this. i got the point the 1st 2 times they explained their thoughts and feelings.  for the most part, i liked the series. just these 2 points bothered me.",Positive
who doesn't love maggie shayne . she's one of the best . i loved this series so mich i had to get part two . it's really good that there are several books in one that connects them all . great book.,Positive
what a wonderful collection of full length books. i loved every one of them. they were all unique vampire stories.,Positive
loved this series of books. i always like maggie shayne. kept me busy all day. keep some tissues handy. lots of vampire adventures.,Positive
